Date,TA_F_avg,VPD_F_avg,P_F_sum,SWC,PAR
2016-07-20,25.78854167,0.780214814,0,20.63125,520.0468828
2016-07-21,24.801875,0.730253133,0,20.12291667,413.4031971
2016-07-22,26.61375,1.002587307,0,19.66736111,573.9923804
2016-07-23,26.83354167,0.867052479,0,19.23472222,335.0572582
2016-07-24,26.655,0.479738486,1.566666667,18.98402778,225.792509
2016-07-25,26.710625,0.478097163,0,19.00138889,226.3632712
2016-07-26,26.18583333,0.63146122,0,18.70486111,355.1112297
2016-07-27,25.663125,0.463621535,0.766666667,18.41041667,207.0535355
2016-07-28,26.495625,0.736287159,0.033333333,18.15069444,459.6831279
2016-07-29,24.08625,0.25192834,22.8,20.76041667,134.4383234
2016-07-30,27.05625,0.550365486,10.8,22.29166667,341.2684307
2016-07-31,26.881875,0.525363732,0.5,21.68680556,386.9143686
2016-08-01,24.971875,0.287476171,2.9,21.14652778,291.1667242
2016-08-02,25.243125,0.429467501,0,20.95347222,243.2188622
2016-08-03,26.796875,0.859119182,0,20.45416667,480.257275
2016-08-04,27.92916667,0.97615106,0,19.95069444,479.1023039
2016-08-05,28.71895833,1.168595656,0,19.47013889,568.6545254
2016-08-06,28.57520833,1.036672701,0,18.98333333,460.5617046
2016-08-07,28.281875,1.055319837,0,18.54652778,450.1748714
2016-08-08,27.92270833,1.011356813,0.252223779,18.07361111,487.2524144
2016-08-09,27.40020833,0.842676678,0,17.63472222,391.9762798
2016-08-10,27.74958333,0.992866215,0,17.24791667,432.9664084
2016-08-11,28.32645833,1.063525355,0,16.80416667,523.4895765
2016-08-12,28.311875,0.965333236,0,16.35138889,513.4340894
2016-08-13,27.89895833,0.851212221,0,15.94513889,430.1456488
2016-08-14,26.78166667,0.418324626,1.2,15.64166667,286.3838193
2016-08-15,27.063125,0.705114828,0,15.41180556,354.0461973
2016-08-16,27.32645833,0.962790008,0,15.02152778,459.2498532
2016-08-17,27.25083333,0.908554271,0,14.66388889,357.6578806
2016-08-18,27.60020833,1.012556015,0,14.34236111,385.5824552
2016-08-19,27.77729167,0.895635888,0,14.02361111,353.0394062
2016-08-20,28.19833333,1.226607546,0,13.69375,435.1268289
2016-08-21,28.16479167,1.31547777,0,13.33888889,409.9738606
2016-08-22,27.399375,0.911871541,0.7,13.02708333,382.9771581
2016-08-23,26.97895833,0.988302853,0,12.76458333,402.7188479
2016-08-24,26.913125,1.1768417,0,12.51597222,337.943227
2016-08-25,26.15333333,0.856410442,0,12.26388889,374.6690417
2016-08-26,19.915,0.422299934,20.46666667,15.70138889,215.1955475
2016-08-27,20.835,1.131046601,0,15.44166667,528.5605199
2016-08-28,18.51604167,0.516613475,3.9,14.66180556,152.6239843
2016-08-29,18.89708333,0.628969882,0,14.72708333,373.0452112
2016-08-30,18.56083333,0.532814501,0,14.11875,257.7225404
2016-08-31,16.85354167,0.208263812,21.53333333,16.91041667,67.79050044
2016-09-01,22.42104167,0.677124661,0,17.08680556,237.5807264
2016-09-02,21.3825,0.520176458,1.066666667,16.19097222,301.4799079
2016-09-03,21.95125,0.384738356,0.933333333,15.71875,226.4127865
2016-09-04,23.929375,0.538872362,0,15.32430556,333.8388265
2016-09-05,24.83958333,0.642654488,0,14.92152778,316.6813561
2016-09-06,22.20395833,0.451295269,0,14.58888889,298.7280895
2016-09-07,22.02145833,0.407987019,0,14.3,227.2403417
2016-09-08,21.66916667,0.472517367,0.533333333,14.05625,240.6166661
2016-09-09,21.78333333,0.452934191,0,13.84305556,290.1717061
2016-09-10,21.61645833,0.419868898,0,13.60694444,296.2402179
2016-09-11,22.43416667,0.685808599,0,13.33125,296.1825607
2016-09-12,22.63645833,0.617917779,0,13.08888889,306.2643996
2016-09-13,22.44125,0.685164318,0,12.83680556,391.8200139
2016-09-14,22.32916667,0.612115309,0,12.58333333,305.0559236
2016-09-15,21.53125,0.731156937,0,12.3625,396.1042221
2016-09-16,22.069375,0.551202278,0,12.14375,303.2537526
2016-09-17,19.58541667,0.283140366,28.5,16.47152778,129.0542486
2016-09-18,21.39354167,0.894365982,0,16.63263889,334.0653244
2016-09-19,19.46333333,0.789003046,0,15.81805556,351.3461487
2016-09-20,18.16125,1.019462633,0,15.09444444,452.5913824
2016-09-21,17.526875,0.834111109,0,14.52638889,352.7797993
2016-09-22,19.09375,0.930148858,0,14.08819444,357.2480367
2016-09-23,19.56458333,0.696886563,0,13.74097222,358.4248576
2016-09-24,20.07604167,0.682975323,0,13.41805556,359.8982753
2016-09-25,20.02166667,0.471422487,0,13.15486111,242.9059208
2016-09-26,20.81625,0.522854379,0,12.94097222,179.505429
2016-09-27,19.60291667,0.140999341,2.4,12.86458333,69.46889721
2016-09-28,18.845,0.124522598,0,12.93333333,138.3097078
2016-09-29,17.89583333,0.446943749,0,12.76180556,169.8458585
2016-09-30,17.964375,0.368238751,0,12.56875,189.9059916
2016-10-01,18.30791667,0.217260546,0,12.43888889,171.5546864
2016-10-02,17.65583333,0.24116417,7.533333333,12.84097222,62.91131778
2016-10-03,22.17458333,0.436145975,10.76666667,16.47777778,259.6863037
2016-10-04,20.40020833,0.710402203,0.033333333,15.36944444,407.0385559
2016-10-05,18.74854167,0.431998557,6.333333333,16.12291667,241.522952
2016-10-06,17.01166667,0.566306044,0,15.72847222,379.3975039
2016-10-07,17.63708333,0.411399547,4.533333333,14.91805556,242.3843193
2016-10-08,15.61833333,0.381984996,8.7,18.00347222,277.6897253
2016-10-09,9.952291667,0.571586839,0,16.68611111,406.3581363
2016-10-10,11.8396875,0.661127782,0,15.89375,355.1312177
2016-10-11,13.17125,0.431030078,0,15.36458333,260.3533902
2016-10-12,14.58520833,0.566066522,0,14.96458333,338.9139842
2016-10-13,13.50791667,0.750777472,0,14.56111111,310.2974515
2016-10-14,14.72354167,0.570765233,0,14.20347222,306.5565613
2016-10-15,17.32395833,0.613341888,0,13.93541667,327.1741494
2016-10-16,15.76104167,0.330466461,1.8,13.72569444,91.40544118
2016-10-17,15.685625,0.263963495,0.066666667,13.65555556,234.0204333
2016-10-18,14.989375,0.202796428,0.066666667,13.51944444,158.1835038
2016-10-19,16.80541667,0.425251685,0,13.39375,252.2906543
2016-10-20,16.01145833,0.432969733,0.033333333,13.23402778,301.479207
2016-10-21,15.49041667,0.51526967,0,13.06041667,166.1037693
2016-10-22,16.12645833,0.56179809,0,12.89444444,193.1459128
2016-10-23,11.97208333,0.31702512,4.466666667,12.94722222,40.83209715
2016-10-24,12.26708333,0.475490316,0,13.14930556,335.5143979
2016-10-25,12.00854167,0.066723413,39.53333333,17.72430556,45.66744651
2016-10-26,11.0415625,0.071339396,0.233333333,18.40763889,95.83852997
2016-10-27,12.53960417,0.2271746,0.066666667,17.97430556,223.3118722
2016-10-28,13.465625,0.428963473,1.466666667,17.68402778,100.2272892
2016-10-29,8.087145833,0.47951986,0,17.40694444,111.3764327
2016-10-30,6.740666667,0.721622235,0,17.14027778,333.7636904
2016-10-31,5.663125,0.408114845,0,16.92013889,57.38964791
2016-11-01,1.1745,0.386584655,0,16.74166667,324.1723276
2016-11-02,2.614854167,0.353390476,0.066666667,16.61527778,298.9833546
2016-11-03,7.098770833,0.259753904,0.6,16.53333333,201.647942
2016-11-04,10.80179167,0.414419892,0,16.42708333,156.8357186
2016-11-05,13.088125,0.239535679,0,16.34027778,106.8079131
2016-11-06,12.805,0.41924095,0,16.25,232.3231964
2016-11-07,12.16270833,0.373723606,2.433333333,16.17291667,151.5653678
2016-11-08,4.6499375,0.288856768,0.366666667,16.29791667,267.5340208
2016-11-09,1.676020833,0.403569301,0,16.23055556,284.8493521
2016-11-10,4.796125,0.305803458,3.2,16.26458333,108.530405
2016-11-11,8.197020833,0.349650656,4.233333333,17.70277778,248.4846728
2016-11-12,10.326125,0.47533296,0,17.72638889,244.7657648
2016-11-13,12.51166667,0.2246355,2.533333333,17.77847222,113.664249
2016-11-14,13.619375,0.279481423,1,17.81666667,107.9781464
2016-11-15,6.258291667,0.539122759,0,17.69583333,279.5257719
2016-11-16,4.638625,0.487239143,0,17.53888889,209.036752
2016-11-17,8.077875,0.514969082,0,17.43125,227.6271973
2016-11-18,9.410729167,0.427927881,1.4,17.33680556,161.961422
2016-11-19,11.66767488,0.243858211,0,17.3375,153.0544539
2016-11-20,11.16714263,0.645497534,0,17.28055556,250.4161654
2016-11-21,8.020601119,0.500380668,0,17.21388889,78.20209971
2016-11-22,3.676074379,0.425511512,0.40206171,17.12638889,169.0986518
2016-11-23,-0.900027092,0.387950461,0,17.03888889,220.1044323
2016-11-24,-2.498921821,0.346013707,0,16.94305556,243.2264046
2016-11-25,-0.555067565,0.350292318,0,16.89930556,203.4126667
2016-11-26,-0.777506344,0.25035771,0.30206171,16.85069444,79.58114021
2016-11-27,1.502522077,0.106538022,0.934364188,16.84791667,74.49891293
2016-11-28,1.896543523,0.311462754,0,16.87777778,229.2266749
2016-11-29,1.567319281,0.435313527,0,16.86319444,232.8742462
2016-11-30,5.105118767,0.357008208,0.969759232,16.85972222,70.66014873
2016-12-01,5.048611975,0.401501484,0,16.825,226.9207393
2016-12-02,0.88945114,0.651353151,0,16.79027778,235.165193
2016-12-03,3.132520833,0.286490133,0,16.76875,226.0057178
2016-12-04,3.761916667,0.249757918,0,16.75486111,94.93317389
2016-12-05,5.554041667,0.226596706,0.6,16.73819444,108.8962162
2016-12-06,-1.110520833,0.350327425,0,16.66527778,237.6485976
2016-12-07,-0.506354167,0.216948949,0.133333333,16.64097222,123.4294877
2016-12-08,0.37875,0.093018089,3.133333333,16.64027778,161.407895
2016-12-09,1.970625,0.215752245,1.033333333,17.32430556,177.2861692
2016-12-10,-1.8796875,0.260101472,0,17.225,228.7054452
2016-12-11,-1.522229167,0.315063382,0,17.14652778,231.3991056
2016-12-12,1.376270833,0.394275336,0,17.12013889,141.3982776
2016-12-13,3.2614375,0.339234259,0,17.08125,140.6756064
2016-12-14,-1.151708333,0.095085741,0.4,17.02152778,49.95793817
2016-12-15,-4.091916667,0.240285978,0,16.94583333,228.788187
2016-12-16,-5.633875,0.229061091,0.033333333,16.86388889,228.4130327
2016-12-17,0.820666667,0.232047317,0,16.89652778,144.5999818
2016-12-18,4.260145833,0.199209863,0,16.91041667,80.04197701
2016-12-19,6.053875,0.218546096,0.766666667,16.92430556,76.56301461
2016-12-20,7.6919375,0.239615096,0,16.90416667,198.9101176
2016-12-21,8.116979167,0.203311662,27.2,17.76458333,147.3449338
2016-12-22,6.168770833,0.00500503,21.6,22.96527778,29.2963087
2016-12-23,-1.8879375,0.108301317,0,21.68194444,62.3552711
2016-12-24,-3.079979167,0.153373565,0.2,21.04583333,113.3687407
2016-12-25,0.299541667,0.136190897,0.2,20.85,199.4029668
2016-12-26,1.892166667,0.082834912,0.366666667,20.89375,37.86435276
2016-12-27,-1.568875,0.213440614,0.266666667,20.66666667,192.560094
2016-12-28,-4.2999375,0.223099068,0,20.40347222,224.3411143
2016-12-29,-4.5254375,0.202732757,0.066666667,20.24583333,227.5092988
2016-12-30,-4.620604167,0.198709794,0,20.06736111,208.037076
2016-12-31,-1.252520833,0.151611597,0,19.99513889,107.867943
2017-01-01,1.558875,0.087456397,0,19.95208333,117.2478373
2017-01-02,4.052083333,0.118138539,0.233333333,19.93541667,106.1181712
2017-01-03,2.089604167,0.266176222,0,19.86736111,213.948141
2017-01-04,3.893104167,0.30567569,0,19.80347222,203.3977128
2017-01-05,3.926291667,0.347412645,0,19.75625,108.5170657
2017-01-06,4.991270833,0.31753218,0,19.68541667,206.4365623
2017-01-07,4.161979167,0.227128443,0,19.60902778,187.5266379
2017-01-08,7.098104167,0.401976713,0,19.575,179.6903511
2017-01-09,2.222375,0.239186378,0,19.47986111,128.8228019
2017-01-10,-3.030395833,0.236716783,0,19.38541667,190.4254555
2017-01-11,-4.880020833,0.250941332,0,19.29166667,209.231598
2017-01-12,-1.794958333,0.225674353,0.7,19.29930556,195.5583608
2017-01-13,-6.286833333,0.192908489,0.133333333,19.23888889,133.6889781
2017-01-14,-8.811916667,0.20142987,0,19.17569444,262.2195594
2017-01-15,-7.350604167,0.228415153,0,19.06041667,260.5403073
2017-01-16,-4.521875,0.267984715,0,18.94722222,254.0489545
2017-01-17,-2.347229167,0.303168808,0,18.85763889,195.0527194
2017-01-18,-0.779,0.155187271,0,18.87013889,141.5856557
2017-01-19,-2.117625,0.130236925,0,18.85138889,213.9542705
2017-01-20,-4.396208333,0.123272839,0.3,18.84027778,135.0072889
2017-01-21,-6.238604167,0.072149211,0.266666667,18.82638889,168.0290485
2017-01-22,-7.584395833,0.164418818,0,18.83333333,267.3257324
2017-01-23,-9.126416667,0.153141233,0,18.80555556,266.3652846
2017-01-24,-7.015645833,0.181149158,0.033333333,18.74652778,274.3616716
2017-01-25,-5.602958333,0.197513693,0.033333333,18.69930556,268.3476972
2017-01-26,-3.913375,0.176780689,0,18.67361111,227.8411025
2017-01-27,-1.993104167,0.235161647,3.933333333,18.93472222,278.1997041
2017-01-28,-2.257291667,0.304955557,0.033333333,18.97291667,246.3528024
2017-01-29,0.647083333,0.225593931,0.066666667,19.10555556,28.06332462
2017-01-30,-4.508708333,0.120428174,0.2,19.20625,102.3600233
2017-01-31,-6.430083333,0.175981517,2.966666667,19.20694444,261.9585258
2017-02-01,-4.0833125,0.245933442,0,19.16666667,292.5929098
2017-02-02,-4.083916667,0.218372419,0.033333333,19.12986111,305.4833269
2017-02-03,1.030291667,0.205579959,0.166666667,19.16041667,206.7256185
2017-02-04,0.240979167,0.157386109,0,19.23958333,118.8537908
2017-02-05,1.265645833,0.191045817,0.4,19.56111111,74.56315612
2017-02-06,-1.8731875,0.252861748,0,19.82986111,303.6736994
2017-02-07,-2.243354167,0.239221393,0,19.74861111,195.4680465
2017-02-08,-1.9693125,0.246050204,0,19.6875,164.8666224
2017-02-09,-5.379520833,0.200312866,0,19.58541667,265.3662687
2017-02-10,-7.227083333,0.188600692,0,19.40208333,330.1324429
2017-02-11,-5.81075,0.192995701,0,19.20069444,330.842836
2017-02-12,-2.8541875,0.237360195,0,19.04791667,330.0963574
2017-02-13,-1.0949375,0.175717301,0,18.98333333,211.3650557
2017-02-14,0.541395833,0.339496244,0,19.06666667,331.9472702
2017-02-15,0.825833333,0.327068101,0,19.23402778,292.9405618
2017-02-16,5.310145833,0.374090065,0.033333333,19.52430556,279.6442449
2017-02-17,2.7368125,0.276304991,3.3,20.56111111,347.3008843
2017-02-18,-3.252375,0.255959097,0,20.40138889,361.5142033
2017-02-19,0.315125,0.182726155,3.233333333,20.22222222,180.9884535
2017-02-20,-0.4555625,0.213561856,3.333333333,21.49027778,341.9987096
2017-02-21,-1.7099375,0.316343988,0,20.91458333,359.2052471
2017-02-22,1.207104167,0.179235362,7.733333333,21.04583333,35.4248771
2017-02-23,-1.611729167,0.20691816,0,21.72152778,366.333241
2017-02-24,-1.8141875,0.261646111,0,21.2,376.0270007
2017-02-25,1.429020833,0.255501328,0,20.96736111,354.9280256
2017-02-26,2.691583333,0.289877252,0,20.80277778,365.3639137
2017-02-27,3.456541667,0.460666859,0,20.65625,373.536029
2017-02-28,4.50825,0.490527266,0,20.53194444,373.9930312
2017-03-01,4.345166667,0.329791733,2.533333333,20.44236111,169.2971199
2017-03-02,1.065625,0.13762756,3.666666667,21.18055556,292.5524975
2017-03-03,2.043145833,0.329853884,0,21.10694444,367.2409741
2017-03-04,4.948104167,0.418746627,0,20.87152778,383.7638998
2017-03-05,4.7838125,0.312477275,2.733333333,20.70763889,310.8688285
2017-03-06,-0.074645833,0.324858816,0.066666667,20.90694444,426.2747903
2017-03-07,-2.1693125,0.315151962,0,20.67638889,425.9727862
2017-03-08,-1.308354167,0.261268486,0,20.50486111,355.1893159
2017-03-09,2.273791667,0.336059347,0,20.41597222,372.0579535
2017-03-10,3.926979167,0.508687051,0,20.30347222,426.1697627
2017-03-11,6.675083333,0.711827134,0,20.19166667,414.9949655
2017-03-12,7.974541667,0.579025074,0,20.11944444,266.3897557
2017-03-13,6.313270833,0.438199795,0,20.02361111,413.0516766
2017-03-14,5.298791667,0.497880878,0,19.93402778,433.9836703
2017-03-15,5.040770833,0.539118355,0,19.85902778,435.6185623
2017-03-16,5.22475,0.538807858,0,19.79583333,423.6963495
2017-03-17,6.649416667,0.576637842,0,19.72430556,428.4608499
2017-03-18,8.601833333,0.824999515,0,19.66944444,380.8991524
2017-03-19,9.747541667,0.810685124,0,19.60763889,437.1642483
2017-03-20,10.24004167,0.818069811,0,19.55902778,157.827436
2017-03-21,6.816270833,0.461225789,0,19.49652778,398.8385119
2017-03-22,6.6568125,0.627690775,0,19.43263889,448.1903746
2017-03-23,8.0613125,0.688971769,0,19.38402778,359.9180702
2017-03-24,7.597166667,0.535906644,0,19.31805556,344.8959663
2017-03-25,6.2438125,0.315036636,0,19.275,214.6206557
2017-03-26,5.176770833,0.307349225,0,19.23541667,313.7585397
2017-03-27,4.6365,0.207501609,2.466666667,19.28958333,201.5085891
2017-03-28,5.0903125,0.276841382,0,19.37222222,268.1746496
2017-03-29,7.8893125,0.511687261,0,19.31180556,433.5374927
2017-03-30,10.32520833,0.674876311,0,19.27083333,436.4731434
2017-03-31,7.830208333,0.26093958,3.333333333,19.37986111,79.10870439
2017-04-01,6.423791667,0.232092001,1.833333333,19.66805556,264.1241087
2017-04-02,5.9149375,0.260849582,0.133333333,19.79930556,388.6315737
2017-04-03,10.18764583,0.662222386,0,19.70833333,505.0591231
2017-04-04,13.5136875,1.098313172,0,19.60972222,466.1014561
2017-04-05,11.56479167,0.580707369,23.4,20.33541667,86.3910926
2017-04-06,10.95520833,0.121827899,4.6,22.85138889,272.7241089
2017-04-07,13.70916667,0.433555252,0,21.59236111,475.2029889
2017-04-08,13.928125,0.474281561,0,21.11805556,456.8715095
2017-04-09,12.18666667,0.393164303,0.766666667,20.84513889,213.5324651
2017-04-10,13.70208333,1.176866463,0,20.64652778,547.6131685
2017-04-11,13.04979167,0.845534527,0.766666667,20.46041667,448.7981235
2017-04-12,10.82847917,1.10024291,0,20.30347222,543.7507027
2017-04-13,11.15258333,0.597878201,0,20.16944444,462.3501716
2017-04-14,12.67625,0.63173498,0.166666667,20.03125,254.2291965
2017-04-15,15.16770833,0.57594561,0,19.93888889,509.2917939
2017-04-16,18.3425,1.122759258,0,19.80486111,436.0483566
2017-04-17,14.68645833,0.675101425,5.133333333,19.93333333,98.4684516
2017-04-18,10.116875,0.140399202,7.866666667,20.68541667,139.902827
2017-04-19,11.30975,0.729837559,0,21.11527778,572.7103689
2017-04-20,11.529375,0.731781443,0,20.72013889,244.8840295
2017-04-21,12.2805625,0.687192144,0,20.45833333,489.6770237
2017-04-22,13.4250625,0.78544058,0,20.16111111,568.1213362
2017-04-23,13.989375,0.970536407,0,19.94513889,575.990339
2017-04-24,14.13666667,1.034853671,0,19.75416667,556.6139085
2017-04-25,15.42291667,0.811872948,0,19.57708333,424.5074214
2017-04-26,14.24416667,1.065560535,0,19.37916667,582.9495803
2017-04-27,12.62020833,0.923612804,0,19.18611111,550.2515683
2017-04-28,13.1973125,0.689743633,0,19.00763889,510.8292627
2017-04-29,15.4325,0.867384408,0,18.83611111,562.6251366
2017-04-30,18.74604167,1.052932037,0,18.61736111,518.7617263
2017-05-01,18.44291667,0.912759666,0,18.39027778,565.0363032
2017-05-02,19.53520833,1.29839233,0,18.14027778,495.9085638
2017-05-03,20.36145833,1.379429055,0,17.85138889,558.9263906
2017-05-04,19.77083333,1.184417043,0,17.59305556,434.2175861
2017-05-05,19.41875,0.859203551,0,17.325,480.3740783
2017-05-06,13.93666667,1.04867735,0,17.06041667,553.0644396
2017-05-07,14.600625,0.896012308,0,16.82291667,610.6564702
2017-05-08,16.29854167,0.981084687,0,16.6,428.0397653
2017-05-09,14.848125,0.546883894,4.666666667,16.48194444,221.920196
2017-05-10,14.40229167,0.24913875,2.533333333,17.01388889,235.2020077
2017-05-11,16.33083333,0.402309802,0.166666667,17.00763889,327.3399844
2017-05-12,18.78583333,0.514522443,0,16.81597222,229.1818838
2017-05-13,15.84354167,0.295925785,3.533333333,16.74444444,234.0759822
2017-05-14,14.18583333,0.634988561,0.033333333,16.78819444,641.8177054
2017-05-15,14.50333333,0.564326845,0,16.53402778,540.6372834
2017-05-16,15.12041667,0.487752666,0,16.31597222,353.1318387
2017-05-17,17.71041667,0.902975045,0,16.03472222,601.6044089
2017-05-18,19.03854167,1.14207721,0,15.70416667,575.9114975
2017-05-19,19.74166667,1.240715141,0,15.37916667,620.0887262
2017-05-20,19.70395833,1.331032508,0,15.02986111,565.6052797
2017-05-21,20.06666667,1.275220918,0,14.71666667,618.7657709
2017-05-22,20.24083333,1.055805659,0,14.42152778,564.5756371
2017-05-23,18.79833333,0.669799483,1.833333333,14.16180556,332.9257968
2017-05-24,19.46958333,0.62679321,11.46666667,17.02847222,586.4340128
2017-05-25,18.46270833,1.047347043,0.3,16.69652778,610.430079
2017-05-26,15.51,0.974250368,0.1,16.05486111,538.6164784
2017-05-27,17.298125,0.860493296,0.033333333,15.53263889,598.1434759
2017-05-28,18.94041667,0.961686476,0.033333333,15.08541667,543.5634191
2017-05-29,21.07979167,0.702899277,0,14.69166667,558.245073
2017-05-30,22.02916667,1.24206786,0,14.30208333,509.8600939
2017-05-31,21.78979167,1.474017136,0,13.90208333,454.7464233
2017-06-01,21.325,0.808447472,0,13.59236111,475.9581906
2017-06-02,18.821875,1.191435032,0,13.17222222,637.9394473
2017-06-03,18.38208333,1.046538151,0,12.76319444,523.6512912
2017-06-04,19.393125,1.221976073,0,12.48541667,589.3804473
2017-06-05,21.13208333,1.506804305,0,12.20347222,639.5433724
2017-06-06,16.95083333,0.686824515,4.8,12.14513889,171.5774778
2017-06-07,16.01270833,0.026479992,11.1,17.83402778,52.82394907
2017-06-08,18.34770833,0.526063278,0.266666667,17.38611111,565.6596299
2017-06-09,19.74791667,0.622697431,0.066666667,16.25208333,488.6833551
2017-06-10,20.33416667,1.138613161,1.033333333,15.51319444,527.7184989
2017-06-11,20.92270833,1.514280357,0.033333333,14.82222222,662.1169013
2017-06-12,19.89104167,1.208274432,0,14.14583333,548.3513792
2017-06-13,19.16166667,0.638069566,0.033333333,13.59236111,485.6804811
2017-06-14,19.40208333,0.612645009,0,13.15208333,535.6700794
2017-06-15,21.244375,0.860139362,0.033333333,12.72708333,604.0632147
2017-06-16,22.99270833,0.964022322,0,12.33819444,574.5961583
2017-06-17,23.09270833,1.54578151,0,11.94930556,575.400733
2017-06-18,23.40833333,1.590794423,0,11.58055556,606.9336132
2017-06-19,23.55416667,1.487980188,0,11.25763889,549.4611115
2017-06-20,24.43104167,1.639768679,0,10.97916667,493.6845777
2017-06-21,23.60125,1.294887104,0,10.69861111,538.6258684
2017-06-22,22.98270833,0.944713276,0,10.48333333,515.9749302
2017-06-23,25.225625,1.515292278,0,10.28055556,594.6456248
2017-06-24,22.224375,0.88884416,1.166666667,10.09027778,187.2428565
2017-06-25,21.20520833,0.339653995,4.033333333,10.93819444,299.1447664
2017-06-26,21.76916667,0.463355282,9.966666667,13.98263889,330.080006
2017-06-27,22.74666667,0.525874914,3.3,16.41111111,476.6632068
2017-06-28,24.15229167,0.657682255,0.2,14.26805556,492.1054759
2017-06-29,24.43979167,0.903461949,0.033333333,13.21458333,475.0634696
2017-06-30,24.900625,0.900870192,0.033333333,12.39583333,427.2473565
2017-07-01,22.65604167,0.339345155,4.566666667,11.89166667,196.974926
2017-07-02,24.06020833,0.056931564,40.8,18.86388889,129.4261266
2017-07-03,23.811875,0.078586251,16.2,20.82916667,106.0097306
2017-07-04,25.16625,0.453747091,60.73333333,23.23402778,459.3097807
2017-07-05,25.69666667,0.714041425,0,20.61111111,446.7542811
2017-07-06,25.7725,0.584680861,0,19.83333333,488.8740265
2017-07-07,24.446875,0.144201228,35.4,20.76319444,121.8535149
2017-07-08,24.66625,0.130175584,19.23333333,23.02083333,115.5288036
2017-07-09,24.62375,0.106905696,19.63333333,22.39652778,201.8243886
2017-07-10,23.65083333,0.008573602,104.2333333,28.76944444,36.69547603
2017-07-11,24.88458333,0.37984536,8.9,27.11111111,406.9821041
2017-07-12,26.14541667,0.601043249,0,23.19027778,421.9159095
2017-07-13,25.93,0.762321549,0,21.65694444,411.0826224
2017-07-14,25.975,0.51761819,10.08486667,21.43125,404.1120811
2017-07-15,23.31166667,0.046636031,37.7818,24.92083333,79.74101847
2017-07-16,23.630625,0.154088865,49.60056667,28.78888889,183.9193473
2017-07-17,24.95083333,0.264668813,2.533333333,24.40277778,252.0205961
2017-07-18,24.49270833,0.271635925,2.1079,22.93680556,227.1121719
2017-07-19,26.50604167,0.6551496,0,21.77291667,469.3201947
2017-07-20,27.47875,0.752252623,0,20.83888889,390.3844015
2017-07-21,28.100625,0.772507685,0.2858,20.25902778,318.1538236
2017-07-22,27.42145833,0.519142952,0.715433333,19.9,193.9288243
2017-07-23,25.87083333,0.211126765,41.39026667,23.15972222,40.98242348
2017-07-24,25.18833333,0.138425716,29.36303333,25.88541667,80.91337985
2017-07-25,27.33712208,0.668949781,1.392433333,23.5270756,475.3839266
2017-07-26,25.81790976,0.970325686,0,22.07483046,84.60336517
2017-07-27,24.82041667,1.130163733,0,21.11564549,322.0688103
2017-07-28,23.34125,0.093006903,20.86666667,22.53333333,55.02493941
2017-07-29,24.61354167,0.348155322,0.033333333,22.08055556,221.8385323
2017-07-30,25.525,0.744373179,0,21.15486111,350.6542261
2017-07-31,23.43479167,0.192900841,25.16666667,22.73472222,89.05621179
2017-08-01,25.47541667,0.468151369,2.066666667,22.34375,353.7836566
2017-08-02,27.90020833,0.71675193,0,21.35555556,394.1036166
2017-08-03,26.919375,0.936945641,0,20.66041667,522.8484857
2017-08-04,27.55416667,1.096371588,0,20.06944444,531.8125024
2017-08-05,29.301875,1.166204024,0,19.54375,514.7785734
2017-08-06,28.08395833,0.735602632,1.466666667,19.19583333,275.7511179
2017-08-07,27.57583333,0.924091838,0,18.90694444,453.7757294
2017-08-08,25.61041667,0.728595201,0,18.54861111,337.6439524
2017-08-09,23.91833333,0.469346568,2.066666667,18.28819444,169.7722609
2017-08-10,23.14375,0.037194153,15.36666667,21.31736111,86.50268117
2017-08-11,25.09020833,0.579104178,0.233333333,21.36388889,324.9223839
2017-08-12,25.31375,0.889346995,0,20.55208333,488.4912372
2017-08-13,23.66854167,0.663065556,0,19.95,249.8505281
2017-08-14,22.10375,0.403233068,5.533333333,19.74305556,162.3623347
2017-08-15,21.20479167,0.094430191,50,23.52430556,40.69512729
2017-08-16,21.91020833,0.16378772,5.633333333,23.89097222,149.255377
2017-08-17,22.87166667,0.300879526,20.33333333,24.73333333,251.1597081
2017-08-18,24.18666667,0.39188006,0,22.37777778,321.5956241
2017-08-19,23.82645833,0.309910753,1.266666667,21.33611111,223.0864511
2017-08-20,22.43791667,0.047950436,56.3,25.83125,57.0012081
2017-08-21,23.42333333,0.058694094,40.86666667,27.71527778,124.2936058
2017-08-22,25.820625,0.539254107,0.3,25.17152778,417.3825714
2017-08-23,25.2875,0.127989717,18.36666667,24.20208333,145.143636
2017-08-24,25.55458333,0.191590876,43.93333333,26.63958333,69.2081319
2017-08-25,24.326875,0.906659352,0,24.38958333,502.2954521
2017-08-26,22.88854167,1.306389432,0,22.10208333,558.6834386
2017-08-27,20.17729167,0.601834578,0,21.21180556,199.9759937
2017-08-28,20.72123384,0.359283106,17.41344055,21.58888889,213.3177703
2017-08-29,19.40231142,0.835923491,0.033333333,22.61597222,381.0348895
2017-08-30,16.80270833,0.740625301,0,21.49305556,183.9769302
2017-08-31,19.73833333,0.665903062,0,20.92152778,490.249486
2017-09-01,21.14625,1.093115589,0,20.41944444,529.4609114
2017-09-02,21.019375,0.865610505,0,19.95486111,485.7909072
